#Rcut	energy		energy
#0.3	-29.4695103658	
0.4	-29.4695103658	-1898.9471214379
#0.6	-31.0486481983	
0.7	-31.0486481983	-2005.1385866034
0.9	-31.0486481983	-2005.1385866034
1.1	-31.0670372272	-2011.4436889269
1.4	-31.0670372272	-2011.5020309048
1.7	-31.0670372272	-2012.4380894123
1.9	-31.0670372272	-2012.6138590942
#2.1	-31.0670372272

