3.000000	0.000002
3.020000	0.000004
3.040000	0.000007
3.060000	0.000010
3.080000	0.000015
3.100000	0.000023
3.120000	0.000032
3.140000	0.000039
3.160000	0.000048
3.180000	0.000055
3.200000	0.000062
3.220000	0.000069
3.240000	0.000066
3.260000	0.000067
3.280000	0.000062
3.300000	0.000057
3.320000	0.000047
3.340000	0.000042
3.360000	0.000033
3.380000	0.000027
3.400000	0.000025
3.420000	0.000026
3.440000	0.000030
3.460000	0.000041
3.480000	0.000057
3.500000	0.000081
3.520000	0.000119
3.540000	0.000161
3.560000	0.000224
3.580000	0.000297
3.600000	0.000387
3.620000	0.000490
3.640000	0.000627
3.660000	0.000767
3.680000	0.000944
3.700000	0.001134
3.720000	0.001314
3.740000	0.001449
3.760000	0.001599
3.780000	0.001745
3.800000	0.001861
3.820000	0.001938
3.840000	0.001969
3.860000	0.001940
3.880000	0.001869
3.900000	0.001735
3.920000	0.001633
3.940000	0.001504
3.960000	0.001334
3.980000	0.001179
4.000000	0.001005
4.020000	0.000857
4.040000	0.000722
4.060000	0.000621
4.080000	0.000542
4.100000	0.000458
4.120000	0.000401
4.140000	0.000374
4.160000	0.000361
4.180000	0.000354
4.200000	0.000366
4.220000	0.000394
4.240000	0.000436
4.260000	0.000484
4.280000	0.000540
4.300000	0.000617
4.320000	0.000680
4.340000	0.000756
4.360000	0.000842
4.380000	0.000914
4.400000	0.000971
4.420000	0.001037
4.440000	0.001092
4.460000	0.001134
4.480000	0.001135
4.500000	0.001146
4.520000	0.001141
4.540000	0.001101
4.560000	0.001051
4.580000	0.001002
4.600000	0.000927
4.620000	0.000858
4.640000	0.000781
4.660000	0.000694
4.680000	0.000607
4.700000	0.000530
4.720000	0.000470
4.740000	0.000399
4.760000	0.000330
4.780000	0.000278
4.800000	0.000229
4.820000	0.000193
4.840000	0.000157
4.860000	0.000126
4.880000	0.000099
4.900000	0.000084
4.920000	0.000066
4.940000	0.000059
4.960000	0.000055
4.980000	0.000051
