 Gradient RMS norm:   2.487783369878833E-005
 Gradient RMS norm:   2.425749181125674E-005
 Gradient RMS norm:   2.645591142271594E-005
 Gradient RMS norm:   2.717394634178395E-005
 Gradient RMS norm:   3.391914571585215E-005
 Gradient RMS norm:   5.172001568900875E-005
 Gradient RMS norm:   4.065099961654110E-005
 Gradient RMS norm:   4.508642044972173E-005
 Gradient RMS norm:   4.350617721972284E-005
 Gradient RMS norm:   5.825381523706036E-005
 Gradient RMS norm:   9.130262377379130E-005
 Gradient RMS norm:   5.239532578031290E-005
 Gradient RMS norm:   5.338065774375498E-005
 Gradient RMS norm:   4.731688449345832E-005
 Gradient RMS norm:   5.071531095579778E-005
 Gradient RMS norm:   3.332622235624415E-005
 Gradient RMS norm:   2.595317875631792E-005
 Gradient RMS norm:   2.228161185057288E-005
 Gradient RMS norm:   2.187259642673803E-005
 Gradient RMS norm:   2.637673121097101E-005
 Gradient RMS norm:   3.481075110848185E-005
 Gradient RMS norm:   4.551823233292565E-005
 Gradient RMS norm:   5.332261781170849E-005
 Gradient RMS norm:   6.551825297466317E-005
 Gradient RMS norm:   9.904141953302956E-005
 Gradient RMS norm:   1.385716840069762E-004
 Gradient RMS norm:   7.400619654978789E-005
 Gradient RMS norm:   4.450181484774557E-005
 Gradient RMS norm:   4.868226589460787E-005
 Gradient RMS norm:   3.537236410589057E-005
 Gradient RMS norm:   3.231943434141774E-005
 Gradient RMS norm:   2.331878305618691E-005
 Gradient RMS norm:   2.331878305618691E-005
 Gradient RMS norm:   2.221428153401048E-005
 Gradient RMS norm:   1.773557300607200E-005
 Gradient RMS norm:   1.556871699987368E-005
 Gradient RMS norm:   1.855109611003396E-005
 Gradient RMS norm:   2.400641126470659E-005
 Gradient RMS norm:   1.846475435933616E-005
 Gradient RMS norm:   1.530949825489322E-005
 Gradient RMS norm:   2.064933100239986E-005
 Gradient RMS norm:   3.970085986696326E-005
 Gradient RMS norm:   1.759418628619027E-005
 Gradient RMS norm:   1.555912646348948E-005
 Gradient RMS norm:   1.990324647235730E-005
 Gradient RMS norm:   3.096121517467678E-005
 Gradient RMS norm:   2.406185167448932E-005
 Gradient RMS norm:   2.290618709884729E-005
 Gradient RMS norm:   2.507240263344609E-005
 Gradient RMS norm:   1.769037093237669E-005
 Gradient RMS norm:   1.582209239009896E-005
 Gradient RMS norm:   1.245661810592736E-005
 Gradient RMS norm:   1.049421959976386E-005
 Gradient RMS norm:   1.215721778373659E-005
 Gradient RMS norm:   1.202517304474702E-005
 Gradient RMS norm:   1.048119504853873E-005
 Gradient RMS norm:   1.303418041727927E-005
 Gradient RMS norm:   1.014101581158238E-005
 Gradient RMS norm:   1.120185399442844E-005
 Gradient RMS norm:   1.286213128355055E-005
 Gradient RMS norm:   1.797419749390707E-005
 Gradient RMS norm:   2.360971956382885E-005
 Gradient RMS norm:   3.430410422623657E-005
 Gradient RMS norm:   4.993912191306894E-005
 Gradient RMS norm:   8.603120223360731E-005
 Gradient RMS norm:   1.549544582985583E-004
 Gradient RMS norm:   7.201975505675849E-005
 Gradient RMS norm:   5.235615944116413E-005
 Gradient RMS norm:   3.661282504767785E-005
 Gradient RMS norm:   2.445870582922866E-005
 Gradient RMS norm:   1.721116652215720E-005
 Gradient RMS norm:   1.858836334220642E-005
 Gradient RMS norm:   1.595527188803106E-005
 Gradient RMS norm:   1.356729824823315E-005
 Gradient RMS norm:   1.087880161735548E-005
 Gradient RMS norm:   1.113037906427954E-005
 Gradient RMS norm:   9.709755778421152E-006
 Gradient RMS norm:   8.322881052039972E-006
 Gradient RMS norm:   9.888737182797810E-006
 Gradient RMS norm:   9.755247443163096E-006
 Gradient RMS norm:   1.337529013947478E-005
 Gradient RMS norm:   2.786957896116636E-005
 Gradient RMS norm:   1.430281319621767E-005
 Gradient RMS norm:   1.430281319621767E-005
 Gradient RMS norm:   1.359592535217069E-005
 Gradient RMS norm:   1.013420290855336E-005
 Gradient RMS norm:   7.983648511100162E-006
 Gradient RMS norm:   8.816696596689958E-006
 Gradient RMS norm:   8.264130584050762E-006
 Gradient RMS norm:   8.993826399888435E-006
 Gradient RMS norm:   1.117267589485167E-005
 Gradient RMS norm:   1.192956529965272E-005
 Gradient RMS norm:   1.533687470005821E-005
 Gradient RMS norm:   1.284959315085935E-005
 Gradient RMS norm:   1.163116200244166E-005
 Gradient RMS norm:   1.715520940123487E-005
 Gradient RMS norm:   3.493888266589413E-005
 Gradient RMS norm:   1.703300172666280E-005
 Gradient RMS norm:   1.672454270043962E-005
 Gradient RMS norm:   1.886102270300938E-005
 Gradient RMS norm:   1.361080913807337E-005
 Gradient RMS norm:   1.075403902447565E-005
 Gradient RMS norm:   7.964639023090843E-006
 Gradient RMS norm:   5.308852694269771E-006
 Gradient RMS norm:   6.268842219052617E-006
 Gradient RMS norm:   6.510230638031709E-006
 Gradient RMS norm:   7.203713187470277E-006
 Gradient RMS norm:   7.826376126909367E-006
 Gradient RMS norm:   8.307295002790039E-006
 Gradient RMS norm:   9.682764566076228E-006
 Gradient RMS norm:   1.242889721612234E-005
 Gradient RMS norm:   2.334739624183313E-005
 Gradient RMS norm:   1.361854246396957E-005
 Gradient RMS norm:   1.574029996252356E-005
 Gradient RMS norm:   1.373779706896020E-005
 Gradient RMS norm:   1.260519917811512E-005
 Gradient RMS norm:   1.192751368596521E-005
 Gradient RMS norm:   1.526793260292779E-005
 Gradient RMS norm:   1.033270934387930E-005
 Gradient RMS norm:   9.247024295516628E-006
 Gradient RMS norm:   8.947506468460460E-006
 Gradient RMS norm:   7.156960705389651E-006
 Gradient RMS norm:   8.991388938550033E-006
 Gradient RMS norm:   1.042890297138482E-005
 Gradient RMS norm:   1.428435991136757E-005
 Gradient RMS norm:   1.065123968459128E-005
 Gradient RMS norm:   1.001000903035399E-005
 Gradient RMS norm:   1.285499195813664E-005
 Gradient RMS norm:   1.706552291026634E-005
 Gradient RMS norm:   2.745363417912252E-005
 Gradient RMS norm:   1.594974708444331E-005
 Gradient RMS norm:   1.390749449520967E-005
 Gradient RMS norm:   1.053738880026640E-005
 Gradient RMS norm:   1.242783307254241E-005
 Gradient RMS norm:   1.242783307254241E-005
 Gradient RMS norm:   1.145414614925617E-005
 Gradient RMS norm:   7.207698554953954E-006
 Gradient RMS norm:   5.285570210888287E-006
 Gradient RMS norm:   5.235501744376270E-006
 Gradient RMS norm:   4.948439995595978E-006
 Gradient RMS norm:   4.429865417926446E-006
 Gradient RMS norm:   4.808019517422375E-006
 Gradient RMS norm:   3.855473404717557E-006
 Gradient RMS norm:   4.039580081939443E-006
 Gradient RMS norm:   3.943209176551756E-006
 Gradient RMS norm:   5.838669712047429E-006
 Gradient RMS norm:   1.016509867214963E-005
 Gradient RMS norm:   7.298489992152650E-006
 Gradient RMS norm:   8.429860593658119E-006
 Gradient RMS norm:   1.066297602801995E-005
 Gradient RMS norm:   1.346390641623729E-005
 Gradient RMS norm:   1.048303030111815E-005
 Gradient RMS norm:   8.193180858378476E-006
 Gradient RMS norm:   9.286763893322767E-006
 Gradient RMS norm:   1.069808012852026E-005
 Gradient RMS norm:   6.289881407331225E-006
 Gradient RMS norm:   4.316197005034530E-006
 Gradient RMS norm:   3.747073914252890E-006
 Gradient RMS norm:   3.171838640190673E-006
 Gradient RMS norm:   3.073176567000589E-006
 Gradient RMS norm:   3.725940170521255E-006
 Gradient RMS norm:   4.925282521613738E-006
 Gradient RMS norm:   5.658208106830280E-006
 Gradient RMS norm:   8.371692043447398E-006
 Gradient RMS norm:   6.338744483427562E-006
 Gradient RMS norm:   6.653008528337284E-006
 Gradient RMS norm:   9.172579452932253E-006
 Gradient RMS norm:   1.348885294461848E-005
 Gradient RMS norm:   2.233494162380509E-005
 Gradient RMS norm:   1.125801489283376E-005
 Gradient RMS norm:   8.261558764493289E-006
 Gradient RMS norm:   6.402482595823495E-006
 Gradient RMS norm:   6.007754526528932E-006
 Gradient RMS norm:   4.771299093906161E-006
 Gradient RMS norm:   4.827033298599231E-006
 Gradient RMS norm:   4.919181457177637E-006
 Gradient RMS norm:   5.353159537778620E-006
 Gradient RMS norm:   5.568976936843180E-006
 Gradient RMS norm:   6.689411540338245E-006
 Gradient RMS norm:   7.056632624210776E-006
 Gradient RMS norm:   9.472158634639448E-006
 Gradient RMS norm:   1.725518671689689E-005
 Gradient RMS norm:   1.020086865962353E-005
 Gradient RMS norm:   1.027922641442783E-005
 Gradient RMS norm:   1.263538174756139E-005
 Gradient RMS norm:   1.263538174756139E-005
 Gradient RMS norm:   1.155169366971327E-005
 Gradient RMS norm:   6.580870799617321E-006
 Gradient RMS norm:   5.309997481634361E-006
 Gradient RMS norm:   5.522311382394775E-006
 Gradient RMS norm:   5.045456527500512E-006
 Gradient RMS norm:   4.450722517855889E-006
 Gradient RMS norm:   3.000771384636381E-006
 Gradient RMS norm:   3.613869875642727E-006
 Gradient RMS norm:   4.439057249871481E-006
 Gradient RMS norm:   2.751346836257676E-006
 Gradient RMS norm:   2.181319946217933E-006
